LinkID,Time,Speed
168,925,6.3281
168,969,6.3281
168,1014,6.3281
168,1054,5.8273
168,1094,5.8273
168,1136,5.8273
168,1182,5.8273
168,1229,13.5
168,1273,13.5
168,1321,13.5
168,1369,13.5
168,1410,13.5
169,362,38.6169
169,399,36.1045
169,435,29.5217
169,471,20.6759
169,506,20.6759
169,542,17.0188
169,578,17.5647
169,614,17.5647
169,658,16.1471
169,706,17.7471
169,729,29.79
169,754,18.2571
169,801,18.2571
169,844,15.989
169,884,15.9641
169,925,15.9641
169,969,15.9641
169,1014,13.6368
169,1054,13.3864
169,1094,13.3864
169,1136,13.3864
169,1182,19.3708
169,1229,23.2071
169,1273,23.2071
169,1321,23.2071
169,1369,23.2071
169,1410,23.2071
170,362,31.1538
170,399,26.129
170,435,26.129
170,471,8.4375
170,506,8.4375
170,542,8.4375
170,578,9.5294
170,614,9.5294
170,658,6.6942
170,706,6.6942
170,729,13.5
170,754,7.7143
170,801,7.7143
170,844,6.378
170,884,6.3281
170,925,6.3281
170,969,6.3281
170,1014,6.3281
170,1054,5.8273
170,1094,5.8273
170,1136,5.8273
170,1182,5.8273
170,1229,13.5
170,1273,13.5
170,1321,13.5
170,1369,13.5
170,1410,13.5
177,362,37.0909
177,399,33.0811
177,435,33.0811
177,471,29.1429
177,506,29.1429
177,542,29.1429
177,578,28.4651
177,614,28.4651
177,658,24
177,706,24
177,729,33.0811
177,754,34
177,801,34
177,844,34
177,884,28.4651
177,925,28.4651
177,969,28.4651
177,1014,28.4651
177,1054,28.4651
177,1094,28.4651
177,1136,28.4651
177,1182,28.4651
177,1229,33.0811
177,1273,33.0811
177,1321,33.0811
177,1369,33.0811
177,1410,33.0811
179,362,54
179,399,46.2857
179,435,46.2857
179,471,32.4
179,506,32.4
179,542,32.4
179,578,29.4545
179,614,29.4545
179,658,36
179,706,36
179,729,32.4
179,754,32.4
179,801,32.4
179,844,32.4
179,884,29.4545
179,925,29.4545
179,969,29.4545
179,1014,29.4545
179,1054,36
179,1094,36
179,1136,36
179,1182,36
179,1229,32.4
179,1273,32.4
179,1321,32.4
179,1369,32.4
179,1410,32.4
180,362,33.4
180,399,33.4
180,435,33.4
180,471,33.4
180,506,33.4
180,542,33.4
180,578,21.4714
180,614,21.4714
180,658,30.06
180,706,30.06
180,729,25.05
180,754,21.4714
180,801,21.4714
180,844,21.4714
180,884,33.4
180,925,33.4
180,969,33.4
180,1014,33.4
180,1054,26.1391
180,1094,26.1391
180,1136,26.1391
180,1182,26.1391
180,1229,25.05
180,1273,25.05
180,1321,25.05
180,1369,25.05
180,1410,25.05
181,362,29.43
181,399,40.824
181,435,43.1143
181,471,23.9143
181,506,23.9143
181,542,23.9143
181,578,27.4696
181,614,22.3105
181,658,22.3105
181,706,22.3105
181,729,29.43
181,754,29.43
181,801,29.43
181,844,29.43
181,884,30.2211
181,925,30.2211
181,969,30.2211
181,1014,30.2211
181,1054,28.0636
181,1094,28.0636
181,1136,28.0636
181,1182,28.7143
181,1229,28.7143
181,1273,28.7143
181,1321,28.7143
181,1369,28.7143
181,1410,28.7143
208,362,6.6575
208,399,9.3462
208,435,9.3462
208,471,9.5294
208,506,9.5294
208,542,9.5294
208,578,4.5421
208,614,2.271
208,658,3.9836
208,706,3.9836
208,729,5.4
208,754,4.4182
208,801,4.4182
208,844,4.4182
208,884,3.0955
208,925,3.0955
208,969,3.0955
208,1014,3.0955
208,1054,3.9836
208,1094,3.9836
208,1136,3.9836
208,1182,3.9836
208,1229,5.4
208,1273,5.4
208,1321,5.4
208,1369,19.4226
208,1410,5.4
209,362,21.7846
209,399,16.1829
209,435,16.0302
209,471,21.7846
209,506,21.7846
209,542,21.7846
209,578,15.8804
209,614,16.6588
209,658,14.6483
209,706,14.6483
209,729,13.9279
209,754,13.8146
209,801,13.8146
209,844,13.8146
209,884,10.361
209,925,10.361
209,969,10.361
209,1014,10.361
209,1054,10.8229
209,1094,10.8229
209,1136,10.8229
209,1182,10.8229
209,1229,13.9279
209,1273,13.9279
209,1321,13.9279
209,1369,40.6154
209,1410,13.9279
223,362,34.35
223,399,24.9818
223,435,24.9818
223,471,26.5935
223,506,26.5935
223,542,26.5935
223,578,20.1073
223,614,20.1073
223,658,16.1647
223,706,16.1647
223,729,20.1073
223,754,19.6286
223,801,19.6286
223,844,19.6286
223,884,20.61
223,925,20.61
223,969,20.61
223,1014,20.61
223,1054,17.5404
223,1094,17.5404
223,1136,17.5404
223,1182,17.5404
223,1229,20.1073
223,1273,20.1073
223,1321,20.1073
223,1369,20.1073
223,1410,20.1073
391,362,28.44
391,399,20.3143
391,435,20.3143
391,471,21.8769
391,506,21.8769
391,542,21.8769
391,578,21.8769
391,614,21.8769
391,658,16.7294
391,706,16.7294
391,729,21.8769
391,754,18.96
391,801,18.96
391,844,18.96
391,884,17.775
391,925,17.775
391,969,17.775
391,1014,17.775
391,1054,15.8
391,1094,15.8
391,1136,15.8
391,1182,15.8
391,1229,21.8769
391,1273,21.8769
391,1321,21.8769
391,1369,21.8769
391,1410,21.8769
392,362,1.5
392,399,1.6364
392,435,1.6364
392,471,0.5625
392,506,0.5625
392,542,0.5625
392,578,0.3673
392,614,0.3673
392,658,0.2156
392,706,0.1865
392,729,1.2
392,754,0.9
392,801,0.9
392,844,0.9
392,884,0.1827
392,925,0.1827
392,969,0.1281
392,1014,0.24
392,1054,0.7347
392,1094,0.1967
392,1136,0.1967
392,1182,0.7347
392,1229,1.2
392,1273,1.2
392,1321,1.2
392,1369,1.2
392,1410,1.2
396,362,34.65
396,399,42.6462
396,435,42.6462
396,471,29.1789
396,506,29.1789
396,542,29.1789
396,578,16.8
396,614,16.8
396,658,25.2
396,706,25.2
396,729,32.6118
396,754,27.72
396,801,27.72
396,844,27.72
396,884,23.1
396,925,23.1
396,969,23.1
396,1014,23.1
396,1054,23.1
396,1094,23.1
396,1136,23.1
396,1182,23.1
396,1229,32.6118
396,1273,32.6118
396,1321,32.6118
396,1369,32.6118
396,1410,32.6118
397,362,30.3429
397,399,31.4667
397,435,31.4667
397,471,18.0766
397,506,18.0766
397,542,18.0766
397,578,29.2966
397,614,29.2966
397,658,19.7581
397,706,19.7581
397,729,30.3429
397,754,22.9622
397,801,22.9622
397,844,22.9622
397,884,23.6
397,925,23.6
397,969,23.6
397,1014,23.6
397,1054,24.9882
397,1094,24.9882
397,1136,24.9882
397,1182,24.9882
397,1229,30.3429
397,1273,30.3429
397,1321,30.3429
397,1369,30.3429
397,1410,30.3429
401,362,40.5
401,399,43.2
401,435,43.2
401,471,29.4545
401,506,29.4545
401,542,29.4545
401,578,36
401,614,32.4
401,658,9
401,706,28.1739
401,729,38.1176
401,754,36
401,801,32.0485
401,844,36
401,884,12
401,925,12
401,969,12
401,1014,12
401,1054,14.087
401,1094,14.087
401,1136,14.087
401,1182,14.087
401,1229,38.1176
401,1273,38.1176
401,1321,38.1176
401,1369,38.1176
401,1410,38.1176
402,362,19.4087
402,399,9.92
402,435,9.92
402,471,9.92
402,506,9.92
402,542,9.92
402,578,10.3814
402,614,9.4979
402,658,4.2923
402,706,9.3
402,729,12.0649
402,754,12.4
402,801,12.4
402,844,12.4
402,884,12.4
402,925,12.4
402,969,12.4
402,1014,12.4
402,1054,11.7474
402,1094,11.7474
402,1136,11.7474
402,1182,11.7474
402,1229,12.0649
402,1273,12.0649
402,1321,12.0649
402,1369,12.0649
402,1410,12.0649
407,362,16.5656
407,399,18.3809
407,435,14.6701
407,471,14.6701
407,506,14.6701
407,542,12.1909
407,578,10.8091
407,614,6.1449
407,658,7.8009
407,706,7.8009
407,729,16.1294
407,754,9.8005
407,801,9.8005
407,844,10.2413
407,884,10.2413
407,925,10.2413
407,969,10.2413
407,1014,10.2413
407,1054,6.1782
407,1094,6.1782
407,1136,6.1782
407,1182,7.8925
407,1229,7.8925
407,1273,7.8925
407,1321,7.8925
407,1369,7.8925
407,1410,7.8925
410,362,6.6937
410,399,7.5158
410,435,7.5158
410,471,2.9958
410,506,2.9958
410,542,2.9958
410,578,2.1313
410,614,2.1313
410,658,1.7702
410,706,3.0383
410,729,4.1592
410,754,3.8595
410,801,3.8595
410,844,3.8595
410,884,2.4621
410,925,2.4621
410,969,2.4621
410,1014,2.4621
410,1054,1.8076
410,1094,1.8076
410,1136,1.8076
410,1182,1.8076
410,1229,4.1592
410,1273,4.1592
410,1321,4.1592
410,1369,4.1592
410,1410,4.1592
431,362,29.88
431,399,31.4526
431,435,31.4526
431,471,35.1529
431,506,35.1529
431,542,35.1529
431,578,27.1636
431,614,27.1636
431,658,10.8655
431,706,10.8655
431,729,12.1959
431,754,27.1636
431,801,27.1636
431,844,27.1636
431,884,9.0545
431,925,9.0545
431,969,9.0545
431,1014,9.0545
431,1054,4.6688
431,1094,4.6688
431,1136,4.6688
431,1182,4.6688
431,1229,12.1959
431,1273,12.1959
431,1321,12.1959
431,1369,12.1959
431,1410,12.1959
460,362,20.1857
460,399,22.001
460,435,7.3327
460,471,7.3327
460,506,7.3327
460,542,9.4582
460,578,8.0764
460,614,11.7067
460,658,11.7067
460,706,4.7639
460,729,10.2151
460,754,5.5131
460,801,5.5131
460,844,4.1191
460,884,3.2515
460,925,4.1191
460,969,4.1191
460,1014,4.371
460,1054,4.198
460,1094,4.198
460,1136,4.198
460,1182,7.6634
460,1229,7.6634
460,1273,7.6634
460,1321,7.6634
460,1369,7.6634
460,1410,7.6634
461,362,6.5455
461,399,8
461,435,8
461,471,6.5455
461,506,6.5455
461,542,6.5455
461,578,6.5455
461,614,6.5455
461,658,6
461,706,6
461,729,5.5385
461,754,6
461,801,6
461,844,6
461,884,6.5455
461,925,6.5455
461,969,6.5455
461,1014,6.5455
461,1054,5.5385
461,1094,5.5385
461,1136,5.5385
461,1182,5.5385
461,1229,5.5385
461,1273,5.5385
461,1321,5.5385
461,1369,5.5385
461,1410,5.5385
501,362,26.49
501,399,26.49
501,435,36.9692
501,471,36.9692
501,506,36.9692
501,542,27.5182
501,578,27.5182
501,614,25.1906
501,658,25.1906
501,706,20.806
501,729,30.8786
501,754,20.4285
501,801,20.4285
501,844,22.9424
501,884,22.9424
501,925,22.9424
501,969,22.9424
501,1014,19.8583
501,1054,20.2415
501,1094,20.2415
501,1136,20.2415
501,1182,21.3694
501,1229,21.3694
501,1273,21.3694
501,1321,21.3694
501,1369,21.3694
501,1410,21.3694
502,362,27.1307
502,399,27.1307
502,435,20.6689
502,471,20.6689
502,506,20.6689
502,542,16.9991
502,578,16.9991
502,614,22.3153
502,658,22.3153
502,706,13.1801
502,729,18.9107
502,754,12.9914
502,801,12.9914
502,844,13.5615
502,884,12.6938
502,925,13.5615
502,969,13.5615
502,1014,12.2713
502,1054,12.4629
502,1094,12.4629
502,1136,12.4629
502,1182,12.8447
502,1229,12.8447
502,1273,12.8447
502,1321,12.8447
502,1369,12.8447
502,1410,12.8447
546,362,38.25
546,399,21.8571
546,435,21.8571
546,471,34
546,506,34
546,542,34
546,578,29.1429
546,614,29.1429
546,658,34
546,706,34
546,729,36
546,754,36
546,801,36
546,844,36
546,884,32.2105
546,925,32.2105
546,969,32.2105
546,1014,32.2105
546,1054,34
546,1094,34
546,1136,34
546,1182,34
546,1229,36
546,1273,36
546,1321,36
546,1369,36
546,1410,36
551,362,35.2688
551,399,35.2688
551,435,26.6211
551,471,26.6211
551,506,26.6211
551,542,17.3922
551,578,17.3922
551,614,23.4103
551,658,23.4103
551,706,24.7143
551,729,31.95
551,754,24.7765
551,801,23.5059
551,844,18.1739
551,884,18.1739
551,925,18.1739
551,969,18.1739
551,1014,15.3584
551,1054,14.8718
551,1094,14.8718
551,1136,14.8718
551,1182,25.2
551,1229,25.2
551,1273,25.2
551,1321,25.2
551,1369,25.2
551,1410,25.2
576,362,14.4
576,399,13.0286
576,435,13.0286
576,471,11.8957
576,506,11.8957
576,542,11.8957
576,578,13.0286
576,614,13.0286
576,658,19.2
576,706,9.12
576,729,11.8957
576,754,9.4345
576,801,9.4345
576,844,9.4345
576,884,10.1333
576,925,10.1333
576,969,20.7
576,1014,10.1333
576,1054,10.944
576,1094,10.944
576,1136,10.944
576,1182,10.944
576,1229,11.8957
576,1273,11.8957
576,1321,11.8957
576,1369,11.8957
576,1410,11.8957
705,362,27.6545
705,399,25.35
705,435,20.9793
705,471,20.9793
705,506,20.9793
705,542,20.9793
705,578,18.4364
705,614,18.4364
705,658,13.2261
705,706,13.2261
705,729,25.35
705,754,13.52
705,801,13.52
705,844,13.52
705,884,17.3829
705,925,17.3829
705,969,17.3829
705,1014,17.3829
705,1054,19.0125
705,1094,19.0125
705,1136,19.0125
705,1182,19.0125
705,1229,25.35
705,1273,25.35
705,1321,25.35
705,1369,25.35
705,1410,25.35
706,362,27.6545
706,399,25.35
706,435,20.9793
706,471,20.9793
706,506,20.9793
706,542,20.9793
706,578,18.4364
706,614,18.4364
706,658,13.2261
706,706,13.2261
706,729,25.35
706,754,13.52
706,801,13.52
706,844,13.52
706,884,17.3829
706,925,17.3829
706,969,17.3829
706,1014,17.3829
706,1054,19.0125
706,1094,19.0125
706,1136,19.0125
706,1182,19.0125
706,1229,25.35
706,1273,25.35
706,1321,25.35
706,1369,25.35
706,1410,25.35
721,362,43.65
721,399,37.1489
721,435,19.618
721,471,19.618
721,506,19.618
721,542,19.618
721,578,15.7297
721,614,20.3023
721,658,19.4
721,706,19.4
721,729,21.5556
721,754,16.0183
721,801,16.0183
721,844,16.0183
721,884,11.3377
721,925,11.3377
721,969,11.3377
721,1014,11.3377
721,1054,7.6579
721,1094,7.6579
721,1136,7.6579
721,1182,7.6579
721,1229,21.5556
721,1273,21.5556
721,1321,21.5556
721,1369,21.5556
721,1410,21.5556
722,362,27.7091
722,399,25.4
722,435,26.8941
722,471,26.8941
722,506,26.8941
722,542,26.8941
722,578,26.8941
722,614,26.8941
722,658,26.8941
722,706,26.8941
722,729,24.7135
722,754,26.8941
722,801,26.8941
722,844,26.8941
722,884,26.8941
722,925,26.8941
722,969,26.8941
722,1014,26.8941
722,1054,26.1257
722,1094,26.1257
722,1136,26.1257
722,1182,26.1257
722,1229,24.7135
722,1273,24.7135
722,1321,24.7135
722,1369,24.7135
722,1410,24.7135
740,362,3.3
740,399,3.6
740,435,11.52
740,471,11.52
740,506,11.52
740,542,11.52
740,578,1.584
740,614,2.475
740,658,2.3294
740,706,0.6712
740,729,2.8286
740,754,2.64
740,801,2.64
740,844,2.64
740,884,2.2
740,925,2.2
740,969,2.2
740,1014,2.2
740,1054,4.6452
740,1094,4.6452
740,1136,4.6452
740,1182,2.3294
740,1229,2.8286
740,1273,2.8286
740,1321,2.8286
740,1369,2.8286
740,1410,2.8286
741,362,10.4531
741,399,10.6031
741,435,13.3735
741,471,13.3735
741,506,13.3735
741,542,14.2964
741,578,9.3284
741,614,4.6729
741,658,2.3948
741,706,1.7914
741,729,9.3495
741,754,4.2544
741,801,4.2544
741,844,6.015
741,884,3.105
741,925,5.795
741,969,5.795
741,1014,6.4151
741,1054,7.6377
741,1094,7.6377
741,1136,7.6377
741,1182,12.4327
741,1229,12.6823
741,1273,12.6823
741,1321,12.6823
741,1369,12.6823
741,1410,12.6823
773,362,36.9368
773,399,37.9288
773,435,30.4955
773,471,30.4955
773,506,30.4955
773,542,28.8755
773,578,28.1632
773,614,28.9714
773,658,29.3769
773,706,28.3644
773,729,37.9619
773,754,26.64
773,801,26.64
773,844,26.3328
773,884,26.4185
773,925,26.4185
773,969,26.4185
773,1014,24.4996
773,1054,15.5104
773,1094,16.5738
773,1136,16.5738
773,1182,30.6143
773,1229,32.1696
773,1273,32.1696
773,1321,32.1696
773,1369,32.1696
773,1410,32.1696
774,362,24.6
774,399,28.5677
774,435,23.9351
774,471,23.9351
774,506,23.9351
774,542,23.9351
774,578,21.0857
774,614,21.0857
774,658,22.7077
774,706,22.7077
774,729,21.0857
774,754,21.6
774,801,21.6
774,844,21.6
774,884,21.9429
774,925,21.9429
774,969,21.9429
774,1014,21.9429
774,1054,14.8645
774,1094,14.8645
774,1136,14.8645
774,1182,14.8645
774,1229,21.0857
774,1273,21.0857
774,1321,21.0857
774,1369,21.0857
774,1410,21.0857
783,362,4.1806
783,399,4.6286
783,435,1.62
783,471,1.62
783,506,1.62
783,542,1.62
783,578,1.2226
783,614,0.45
783,658,0.9324
783,706,0.4985
783,729,3.24
783,754,1.6831
783,801,1.6831
783,844,1.6831
783,884,0.529
783,925,0.529
783,969,0.1281
783,1014,0.675
783,1054,1.9636
783,1094,0.6545
783,1136,0.6545
783,1182,1.9636
783,1229,3.24
783,1273,3.24
783,1321,3.24
783,1369,3.24
783,1410,3.24
860,362,40.9091
860,399,45
860,435,37.5
860,471,37.5
860,506,37.5
860,542,37.5
860,578,37.5
860,614,33.3333
860,658,6.0403
860,706,32.1429
860,729,45
860,754,33.3333
860,801,33.3333
860,844,33.3333
860,884,12.3288
860,925,12.3288
860,969,12.3288
860,1014,12.3288
860,1054,21.4286
860,1094,21.4286
860,1136,21.4286
860,1182,21.4286
860,1229,45
860,1273,45
860,1321,45
860,1369,45
860,1410,45
879,362,27.9692
879,399,30.3
879,435,22.725
879,471,22.725
879,506,22.725
879,542,22.725
879,578,25.9714
879,614,27.9692
879,658,27.9692
879,706,27.9692
879,729,25.9714
879,754,20.2
879,801,20.2
879,844,20.2
879,884,30.3
879,925,30.3
879,969,30.3
879,1014,30.3
879,1054,30.3
879,1094,30.3
879,1136,30.3
879,1182,30.3
879,1229,25.9714
879,1273,25.9714
879,1321,25.9714
879,1369,25.9714
879,1410,25.9714
933,362,44.7345
933,399,41.5851
933,435,34.3982
933,471,34.3982
933,506,34.3982
933,542,33.8939
933,578,33.1461
933,614,30.9453
933,658,30.9453
933,706,30.9453
933,729,43.0602
933,754,29.3007
933,801,29.3007
933,844,24.6123
933,884,26.3132
933,925,26.3132
933,969,26.3132
933,1014,26.3132
933,1054,17.5946
933,1094,17.5946
933,1136,17.5946
933,1182,32.391
933,1229,32.391
933,1273,32.391
933,1321,32.391
933,1369,32.391
933,1410,32.391
934,362,29.0769
934,399,14.8235
934,435,13.5
934,471,13.5
934,506,13.5
934,542,13.5
934,578,9.45
934,614,5.771
934,658,9.5696
934,706,9.5696
934,729,27
934,754,8.8941
934,801,8.8941
934,844,8.8941
934,884,9.8182
934,925,9.8182
934,969,9.8182
934,1014,9.8182
934,1054,7.9579
934,1094,4.7547
934,1136,4.7547
934,1182,7.9579
934,1229,27
934,1273,27
934,1321,27
934,1369,27
934,1410,27
1056,362,31.95
1056,399,41.2258
1056,435,24.5769
1056,471,24.5769
1056,506,24.5769
1056,542,24.5769
1056,578,4.2039
1056,614,22.8214
1056,658,22.8214
1056,706,22.8214
1056,729,26.625
1056,754,26.0816
1056,801,26.0816
1056,844,10.7395
1056,884,6.1442
1056,925,6.1442
1056,969,4.3322
1056,1014,4.3322
1056,1054,3.8036
1056,1094,3.2602
1056,1136,3.2602
1056,1182,7.9379
1056,1229,26.625
1056,1273,26.625
1056,1321,26.625
1056,1369,26.625
1056,1410,26.625
1057,362,26.5571
1057,399,37.019
1057,435,31.1202
1057,471,31.1202
1057,506,31.1202
1057,542,31.1202
1057,578,32.8398
1057,614,31.1114
1057,658,31.1114
1057,706,31.1114
1057,729,26.5571
1057,754,34.8066
1057,801,34.8066
1057,844,34.8066
1057,884,31.6625
1057,925,31.6625
1057,969,31.6625
1057,1014,31.6625
1057,1054,21.6051
1057,1094,21.6051
1057,1136,21.6051
1057,1182,28.5188
1057,1229,28.5188
1057,1273,28.5188
1057,1321,28.5188
1057,1369,28.5188
1057,1410,28.5188
1058,362,29.9606
1058,399,38.7807
1058,435,28.1841
1058,471,28.1841
1058,506,28.1841
1058,542,28.1841
1058,578,30.0375
1058,614,27.5158
1058,658,27.5158
1058,706,27.5158
1058,729,31.5286
1058,754,30.7793
1058,801,30.7793
1058,844,30.7793
1058,884,28.3944
1058,925,28.3944
1058,969,28.3944
1058,1014,28.3944
1058,1054,21.6188
1058,1094,21.6188
1058,1136,21.6188
1058,1182,22.195
1058,1229,28.8125
1058,1273,28.8125
1058,1321,28.8125
1058,1369,28.8125
1058,1410,28.8125
1059,362,31.1143
1059,399,21.2488
1059,435,13.6125
1059,471,13.6125
1059,506,13.6125
1059,542,13.6125
1059,578,12.8118
1059,614,14.0516
1059,658,14.0516
1059,706,14.0516
1059,729,9.1705
1059,754,30.0414
1059,801,30.0414
1059,844,30.0414
1059,884,27.225
1059,925,27.225
1059,969,27.225
1059,1014,27.225
1059,1054,9.075
1059,1094,9.075
1059,1136,9.075
1059,1182,9.075
1059,1229,9.1705
1059,1273,35.9325
1059,1321,9.1705
1059,1369,9.1705
1059,1410,9.1705
1074,362,4.2146
1074,399,4.8
1074,435,4.294
1074,471,4.294
1074,506,4.294
1074,542,4.294
1074,578,6.0632
1074,614,4.3747
1074,658,4.3747
1074,706,4.3747
1074,729,6.4
1074,754,6.1714
1074,801,6.1714
1074,844,6.1714
1074,884,8.4293
1074,925,8.4293
1074,969,8.4293
1074,1014,8.4293
1074,1054,5.2412
1074,1094,5.2412
1074,1136,5.2412
1074,1182,5.2412
1074,1229,6.4
1074,1273,6.4
1074,1321,6.4
1074,1369,6.4
1074,1410,6.4
1097,362,53
1097,399,55.2345
1097,435,44.9912
1097,471,44.9912
1097,506,44.9912
1097,542,42.784
1097,578,45.6429
1097,614,37.4459
1097,658,37.4459
1097,706,42.5959
1097,729,39.2
1097,754,44.9912
1097,801,44.9912
1097,844,43.8027
1097,884,40.6931
1097,925,40.6931
1097,969,40.6931
1097,1014,33.8476
1097,1054,18.4534
1097,1094,13.9342
1097,1136,18.4534
1097,1182,25.0873
1097,1229,35.4545
1097,1273,35.4545
1097,1321,35.4545
1097,1369,35.4545
1097,1410,35.4545
1098,362,64.8
1098,399,69.269
1098,435,59.0824
1098,471,59.0824
1098,506,59.0824
1098,542,59.0824
1098,578,64.8
1098,614,54.2919
1098,658,54.2919
1098,706,54.2919
1098,729,37.2
1098,754,59.0824
1098,801,59.0824
1098,844,59.0824
1098,884,52.8632
1098,925,52.8632
1098,969,52.8632
1098,1014,52.8632
1098,1054,22.0747
1098,1094,22.0747
1098,1136,22.0747
1098,1182,16.4656
1098,1229,37.2
1098,1273,37.2
1098,1321,37.2
1098,1369,37.2
1098,1410,37.2
1117,362,19.4143
1117,399,15.9882
1117,435,7.3459
1117,471,7.3459
1117,506,7.3459
1117,542,7.3459
1117,578,8.3631
1117,614,30.2
1117,658,30.2
1117,706,30.2
1117,729,10.872
1117,754,18.12
1117,801,18.12
1117,844,18.12
1117,884,7.3459
1117,925,7.3459
1117,969,7.3459
1117,1014,7.3459
1117,1054,6.04
1117,1094,6.04
1117,1136,6.04
1117,1182,6.04
1117,1229,10.872
1117,1273,10.872
1117,1321,10.872
1117,1369,10.872
1117,1410,10.872
1118,362,16.0457
1118,399,16.0457
1118,435,7.8
1118,471,7.8
1118,506,7.8
1118,542,7.8
1118,578,16.0457
1118,614,12.7636
1118,658,12.7636
1118,706,12.7636
1118,729,15.1784
1118,754,15.1784
1118,801,15.1784
1118,844,15.1784
1118,884,15.6
1118,925,15.6
1118,969,15.6
1118,1014,15.6
1118,1054,13.6976
1118,1094,13.6976
1118,1136,13.6976
1118,1182,13.6976
1118,1229,15.1784
1118,1273,15.1784
1118,1321,15.1784
1118,1369,15.1784
