LinkID,Time,Speed
13,369,31.5
13,405,31.5
13,441,18
13,476,18
13,512,18
13,548,18
13,584,21
13,621,25.2
13,657,25.2
13,697,25.2
13,741,12.6
13,782,25.2
13,820,25.2
13,857,21
13,895,21
13,934,21
13,972,21
13,1010,21
13,1050,21
13,1088,21
13,1125,21
13,1162,21
13,1201,31.5
13,1243,31.5
13,1288,31.5
13,1333,31.5
13,1377,31.5
14,369,34.2857
14,405,13.3333
14,441,12.8571
14,476,13.5849
14,512,13.5849
14,548,13.5849
14,584,12.8571
14,621,12.4138
14,657,10.2857
14,697,10.2857
14,741,13.8462
14,782,13.8462
14,820,13.8462
14,857,11.4286
14,895,11.4286
14,934,11.4286
14,972,11.4286
14,1010,11.4286
14,1050,27.6923
14,1088,27.6923
14,1125,27.6923
14,1162,27.6923
14,1201,14.1176
14,1243,11.5906
14,1288,14.1176
14,1333,14.1176
14,1377,14.1176
25,369,17.8154
25,405,19.3
25,441,9.65
25,476,9.65
25,512,9.65
25,548,9.65
25,584,8.4732
25,621,11.58
25,657,11.58
25,697,11.58
25,741,7.3915
25,782,6.3164
25,820,9.7859
25,857,10.0696
25,895,10.0696
25,934,10.0696
25,972,10.0696
25,1010,10.0696
25,1050,9.5178
25,1088,9.5178
25,1125,9.5178
25,1162,9.5178
25,1201,9.65
25,1243,9.65
25,1288,9.65
25,1333,9.65
25,1377,9.65
26,369,13.0171
26,405,14.284
26,441,6.2674
26,476,6.1214
26,512,6.1214
26,548,6.1214
26,584,5.2737
26,621,7.44
26,657,7.44
26,697,7.44
26,741,7.0465
26,782,6.509
26,820,8.2437
26,857,8.3348
26,895,8.3348
26,934,8.3348
26,972,5.4721
26,1010,6.1575
26,1050,8.5141
26,1088,8.5141
26,1125,5.6857
26,1162,8.5141
26,1201,8.785
26,1243,8.785
26,1288,8.785
26,1333,8.785
26,1377,8.785
64,369,28.8
64,405,57.6
64,441,19.2
64,476,19.2
64,512,19.2
64,548,19.2
64,584,28.8
64,621,28.8
64,657,28.8
64,697,28.8
64,741,28.8
64,782,28.8
64,820,28.8
64,857,28.8
64,895,28.8
64,934,28.8
64,972,28.8
64,1010,28.8
64,1050,28.8
64,1088,28.8
64,1125,3.84
64,1162,28.8
64,1201,28.8
64,1243,28.8
64,1288,28.8
64,1333,28.8
64,1377,28.8
65,369,22.4
65,405,24.6857
65,441,13.0065
65,476,13.0065
65,512,13.0065
65,548,13.0065
65,584,14.7512
65,621,16.3459
65,657,16.3459
65,697,16.3459
65,741,14.2306
65,782,14.2306
65,820,14.2306
65,857,13.9034
65,895,16.3459
65,934,16.3459
65,972,16.3459
65,1010,16.3459
65,1050,12.2182
65,1088,12.2182
65,1125,5.0824
65,1162,7.9579
65,1201,19.2
65,1243,19.2
65,1288,19.2
65,1333,19.2
65,1377,19.2
72,369,30.375
72,405,32.4
72,441,18.6923
72,476,18.6923
72,512,18.6923
72,548,18.6923
72,584,16.2
72,621,16.2
72,657,16.2
72,697,16.2
72,741,17.3571
72,782,17.3571
72,820,17.3571
72,857,18
72,895,18
72,934,18
72,972,18
72,1010,18
72,1050,16.2
72,1088,16.2
72,1125,5.7857
72,1162,3.3986
72,1201,25.5789
72,1243,25.5789
72,1288,25.5789
72,1333,25.5789
72,1377,25.5789
73,369,32.4
73,405,21.6
73,441,64.8
73,476,64.8
73,512,10.8
73,548,64.8
73,584,7.2
73,621,21.6
73,657,21.6
73,697,21.6
73,741,10.8
73,782,10.8
73,820,10.8
73,857,16.2
73,895,16.2
73,934,16.2
73,972,16.2
73,1010,16.2
73,1050,16.2
73,1088,16.2
73,1125,16.2
73,1162,16.2
73,1201,32.4
73,1243,32.4
73,1288,32.4
73,1333,32.4
73,1377,32.4
74,369,32.4
74,405,21.6
74,441,64.8
74,476,64.8
74,512,10.8
74,548,64.8
74,584,7.2
74,621,21.6
74,657,21.6
74,697,21.6
74,741,10.8
74,782,10.8
74,820,10.8
74,857,16.2
74,895,16.2
74,934,16.2
74,972,16.2
74,1010,16.2
74,1050,16.2
74,1088,16.2
74,1125,16.2
74,1162,16.2
74,1201,32.4
74,1243,32.4
74,1288,32.4
74,1333,32.4
74,1377,32.4
168,369,31.1538
168,405,26.129
168,441,8.4375
168,476,8.4375
168,512,8.4375
168,548,8.4375
168,584,9.5294
168,621,6.48
168,657,6.6942
168,697,6.6942
168,741,7.7143
168,782,7.7143
168,820,7.7143
168,857,6.3281
168,895,6.3281
168,934,6.3281
168,972,6.3281
168,1010,6.3281
168,1050,5.8273
168,1088,5.8273
168,1125,5.4362
168,1162,5.8273
168,1201,13.5
168,1243,13.5
168,1288,13.5
168,1333,13.5
168,1377,13.5
169,369,38.6169
169,405,29.5217
169,441,20.6759
169,476,20.6759
169,512,20.6759
169,548,17.0188
169,584,17.5647
169,621,16.04
169,657,16.1471
169,697,16.1471
169,741,18.2571
169,782,18.2571
169,820,18.2571
169,857,15.9641
169,895,15.9641
169,934,15.9641
169,972,15.9641
169,1010,13.6368
169,1050,13.3864
169,1088,13.3864
169,1125,13.1908
169,1162,19.3708
169,1201,23.2071
169,1243,23.2071
169,1288,23.2071
169,1333,23.2071
169,1377,23.2071
170,369,31.1538
170,405,26.129
170,441,8.4375
170,476,8.4375
170,512,8.4375
170,548,8.4375
170,584,9.5294
170,621,6.48
170,657,6.6942
170,697,6.6942
170,741,7.7143
170,782,7.7143
170,820,7.7143
170,857,6.3281
170,895,6.3281
170,934,6.3281
170,972,6.3281
170,1010,6.3281
170,1050,5.8273
170,1088,5.8273
170,1125,5.4362
170,1162,5.8273
170,1201,13.5
170,1243,13.5
170,1288,13.5
170,1333,13.5
170,1377,13.5
177,369,37.0909
177,405,33.0811
177,441,29.1429
177,476,29.1429
177,512,29.1429
177,548,29.1429
177,584,28.4651
177,621,24
177,657,24
177,697,24
177,741,34
177,782,34
177,820,34
177,857,28.4651
177,895,28.4651
177,934,28.4651
177,972,28.4651
177,1010,28.4651
177,1050,28.4651
177,1088,6.0296
177,1125,28.4651
177,1162,28.4651
177,1201,33.0811
177,1243,33.0811
177,1288,33.0811
177,1333,33.0811
177,1377,33.0811
179,369,54
179,405,46.2857
179,441,32.4
179,476,32.4
179,512,32.4
179,548,32.4
179,584,29.4545
179,621,36
179,657,36
179,697,36
179,741,32.4
179,782,32.4
179,820,32.4
179,857,29.4545
179,895,29.4545
179,934,29.4545
179,972,29.4545
179,1010,29.4545
179,1050,36
179,1088,36
179,1125,36
179,1162,36
179,1201,32.4
179,1243,32.4
179,1288,32.4
179,1333,32.4
179,1377,32.4
180,369,33.4
180,405,33.4
180,441,33.4
180,476,33.4
180,512,33.4
180,548,33.4
180,584,21.4714
180,621,30.06
180,657,30.06
180,697,30.06
180,741,21.4714
180,782,21.4714
180,820,21.4714
180,857,33.4
180,895,33.4
180,934,33.4
180,972,33.4
180,1010,33.4
180,1050,26.1391
180,1088,26.1391
180,1125,3.1476
180,1162,26.1391
180,1201,25.05
180,1243,25.05
180,1288,25.05
180,1333,25.05
180,1377,25.05
181,369,26.424
181,405,40.824
181,441,23.9143
181,476,23.9143
181,512,23.9143
181,548,22.6696
